* Measurement data measured by REW V5.31.3
* Source: Microphone (Conexant ISST Audio), MICROPHONE (Master Volume), R, volume: 0.500
* Format: 256k Log Swept Sine, 1 sweep at 0.0 dBFS with no timing reference
* Dated: Aug 8, 2025 2:05:52 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: L Woofer Only 2 Aug 8
* Smoothing: 1/12 octave
* Frequency Step: 96 ppo
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
5957.287343 91.084 -151.1423
6000.456303 90.893 -154.7743
6043.938083 90.628 -158.3660
6087.734950 90.283 -161.8776
6131.849187 89.857 -165.2220
6176.283094 89.358 -168.2574
6221.038987 88.800 -170.8136
6266.119200 88.200 -172.7475
6311.526083 87.581 -174.0039
6357.262002 86.967 -174.6460
6403.329344 86.386 -174.8381
6449.730508 85.861 -174.7824
6496.467914 85.408 -174.6454
6543.543998 85.024 -174.5155
6590.961215 84.691 -174.4155
6638.722037 84.385 -174.3451
6686.828954 84.083 -174.3104
6735.284473 83.776 -174.3149
6784.091120 83.467 -174.3271
6833.251441 83.167 -174.2628
6882.767998 82.884 -174.0135
6932.643372 82.622 -173.5109
6982.880164 82.384 -172.7827
7033.480992 82.174 -171.9516
7084.448495 82.004 -171.1743
7135.785329 81.884 -170.5605
7187.494171 81.818 -170.1318
7239.577717 81.792 -169.8510
7292.038681 81.786 -169.6869
7344.879799 81.785 -169.6542
7398.103826 81.786 -169.7950
7451.713536 81.798 -170.1288
7505.711724 81.828 -170.6236
7560.101205 81.872 -171.2222
7614.884815 81.917 -171.8968
7670.065409 81.948 -172.6686
7725.645865 81.959 -173.5661
7781.629080 81.952 -174.5558
7838.017972 81.932 -175.5170
7894.815481 81.900 -176.2946
7952.024569 81.853 -176.7856
8009.648217 81.797 -176.9806
8067.689429 81.753 -176.9321
8126.151233 81.752 -176.7042
8185.036674 81.820 -176.3732
8244.348824 81.963 -176.0808
8304.090774 82.170 -176.0600
8364.265639 82.423 -176.5694
8424.876556 82.701 -177.7723
8485.926684 82.984 -179.6717
8547.419207 83.244 177.8410
8609.357330 83.454 174.8797
8671.744282 83.598 171.5146
8734.583316 83.668 167.8171
8797.877707 83.664 163.9199
8861.630756 83.584 159.9968
8925.845785 83.424 156.1832
8990.526143 83.184 152.5389
9055.675202 82.877 149.0992
9121.296357 82.528 145.9261
9187.393031 82.164 143.0602
9253.968668 81.806 140.4106
9321.026740 81.472 137.7386
9388.570742 81.173 134.7876
9456.604196 80.896 131.4265
9525.130648 80.606 127.6566
9594.153671 80.252 123.5263
9663.676863 79.798 119.1208
9733.703850 79.222 114.6430
9804.238280 78.512 110.4213
9875.283832 77.659 106.7789
9946.844210 76.659 103.9472
10018.923143 75.523 102.1866
10091.524390 74.282 101.9493
10164.651736 72.979 103.7839
10238.308993 71.661 107.9902
10312.500000 70.402 114.3561
10387.228626 69.313 122.2059
10462.498767 68.505 130.6561
10538.314345 68.028 138.7602
10614.679315 67.846 145.5663
10691.597657 67.889 150.4514
10769.073381 68.072 153.5151
10847.110526 68.307 155.4234
10925.713161 68.527 156.8280
11004.885382 68.730 158.0973
11084.631318 68.964 159.5227
11164.955126 69.266 161.4327
11245.860993 69.652 163.8955
11327.353138 70.137 166.4507
11409.435808 70.726 168.3067
11492.113283 71.358 168.8096
11575.389873 71.927 167.6853
11659.269920 72.350 165.0121
11743.757796 72.609 161.1926
11828.857906 72.722 156.7745
11914.574686 72.702 152.0710
12000.912606 72.554 147.1400
12087.876166 72.274 142.2155
12175.469900 71.859 137.8615
12263.698373 71.331 134.6359
12352.566187 70.784 132.8225
12442.077974 70.356 132.2584
12532.238400 70.134 132.0641
12623.052165 70.087 130.9728
12714.524005 70.100 128.3277
12806.658687 70.034 124.4453
12899.461015 69.786 120.0281
12992.935827 69.329 115.7815
13087.087996 68.707 112.4973
13181.922430 67.997 110.7310
13277.444074 67.289 110.3748
13373.657907 66.679 111.0584
13470.568945 66.221 112.5786
13568.182241 65.927 114.5472
13666.502883 65.798 116.3192
13765.535996 65.814 117.4139
13865.286744 65.906 117.3914
13965.760328 65.995 115.8237
14066.961984 66.019 112.9548
14168.896989 65.929 109.6057
14271.570658 65.714 106.5119
14374.988342 65.420 104.6372
14479.155433 65.115 105.1946
14584.077362 64.869 108.4786
14689.759598 64.747 113.4019
14796.207652 64.772 118.0140
14903.427072 64.916 120.3418
15011.423448 65.133 119.6418
15120.202410 65.378 116.6023
15229.769630 65.606 111.8727
15340.130819 65.790 105.8998
15451.291730 65.910 99.6510
15563.258160 65.953 93.9051
15676.035944 65.926 89.7666
15789.630962 65.845 90.2397
15904.049137 65.720 101.2564
16019.296433 65.573 130.4187
16135.378859 65.425 157.1202
16252.302465 65.288 166.1680
16370.073348 65.170 166.5640
16488.697648 65.079 164.4957
16608.181548 65.026 162.3322
16728.531278 65.021 161.5491
16849.753112 65.071 164.7568
16971.853368 65.171 173.3227
17094.838414 65.312 -174.6490
17218.714660 65.477 -164.3088
17343.488565 65.651 -159.1659
17469.166632 65.823 -158.4194
17595.755415 65.982 -160.3395
17723.261512 66.121 -164.0519
17851.691571 66.233 -168.6316
17981.052287 66.314 -173.6513
18111.350404 66.364 -178.7729
18242.592715 66.382 176.3765
18374.786062 66.370 171.8662
18507.937336 66.331 167.9412
18642.053479 66.269 164.5038
18777.141484 66.191 161.4681
18913.208391 66.103 158.7861
19050.261296 66.004 156.3391
19188.307342 65.898 154.2052
19327.353727 65.788 152.2727
19467.407699 65.683 150.5720
19608.476560 65.595 148.9949
19750.567664 65.532 147.4857
19893.688419 65.496 146.1576
20037.846286 65.482 145.2532
